origin,destination,path,path_count,path_frequency,path_frequency_within_od,total_count,od_frequency,actions_taken,rewards_per_step,total_return,highest_reward_index,highest_reward_value
58,169,58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,3,0.0003050640634533252,1.0,3,0.0003050640634533252,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2)]","[0.12961801886558533, 0.31759849190711975, 0.6312543749809265, 0.6822518706321716, 0.6268852949142456, 0.6190447807312012, 0.6302360892295837, 0.5657501816749573, 0.6273935437202454, 0.6845908164978027, 0.6413882374763489, 0.7040795683860779, 0.7225227952003479, 0.6148743629455566, 0.6453655362129211, 0.6944373846054077, 0.6683447360992432, 0.6702818870544434, 0.39814865589141846]",11.274066627025604,13,0.7225227952003479
58,170,58_83_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,32,0.003254016676835469,1.0,32,0.003254016676835469,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(7)]","[0.13037021458148956, 0.3188267648220062, 0.635962963104248, 0.6639397144317627, 0.6259117722511292, 0.6070566177368164, 0.6201309561729431, 0.5651803612709045, 0.6145018935203552, 0.6587005853652954, 0.630508542060852, 0.6817874312400818, 0.7089073061943054, 0.6041769981384277, 0.6327639818191528, 0.6791178584098816, 0.6573435068130493, 0.6572649478912354, 0.7120910882949829]",11.40454350411892,19,0.7120910882949829
58,402,58_83_85_292_293_294_296_203_190_397_351_337_182_186_347_402,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6), np.int64(6), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.10964569449424744, 0.15530888736248016, 0.5825262069702148, 0.6383212208747864, 0.6339244842529297, 0.5620315074920654, 0.606465756893158, 0.5298253893852234, 0.5695325136184692, 0.3153592646121979, 0.4062679409980774, 0.727063000202179, 0.6713525056838989, 0.6768559813499451, 0.1815168410539627]",7.3659971952438354,12,0.727063000202179
61,90,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_273_386_262_265_334_95_275_216_90,15,0.001525320317266626,0.8333333333333334,18,0.0018303843807199512,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.563655436038971, 0.7032729983329773, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.5576569437980652, 0.5897886753082275, 0.6075423359870911, 0.6976304054260254, 0.6115349531173706, 0.564129650592804, 0.6552504897117615, 0.2091122567653656, 1.0674009323120117, 0.6126862168312073, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",14.717714816331863,18,1.0674009323120117
61,90,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_272_223_103_226_228_334_95_275_216_90,2,0.0002033760423022168,0.1111111111111111,18,0.0018303843807199512,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(6), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(6), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.563655436038971, 0.7032729983329773, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.5576569437980652, 0.5897886753082275, 0.6075423359870911, 0.6976304054260254, 0.6115349531173706, 0.19269603490829468, 0.2914360761642456, 0.5964601039886475, 0.5345518589019775, 0.6424718499183655, 0.6370716691017151, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",14.50382286310196,6,0.7475976943969727
61,90,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_273_386_264_228_334_95_275_216_90,1,0.0001016880211511084,0.05555555555555555,18,0.0018303843807199512,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(6), np.int64(2), np.int64(6), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.563655436038971, 0.7032729983329773, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.5576569437980652, 0.5897886753082275, 0.6075423359870911, 0.6976304054260254, 0.6115349531173706, 0.564129650592804, 0.6552504897117615, 0.13839466869831085, 0.08665334433317184, 0.6370716691017151, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",13.690635092556477,6,0.7475976943969727
61,170,61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(6), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(7)]","[0.5814900398254395, 0.333665132522583, 0.5471856594085693, 0.7271793484687805, 0.5638912320137024, 0.46500104665756226, 0.6273142099380493, 0.635962963104248, 0.6639397144317627, 0.6259117722511292, 0.6070566177368164, 0.6201309561729431, 0.5651803612709045, 0.6145018935203552, 0.6587005853652954, 0.630508542060852, 0.6817874312400818, 0.7089073061943054, 0.6041769981384277, 0.6327639818191528, 0.6791178584098816, 0.6573435068130493, 0.6572649478912354, 0.7120910882949829]",14.80107319355011,4,0.7271793484687805
61,228,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_272_223_103_226_228,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(6), np.int64(2), np.int64(0), np.int64(0), np.int64(0)]","[0.5724786520004272, 0.7127160429954529, 0.5743677020072937, 0.6379154324531555, 0.6270151734352112, 0.7362570762634277, 0.6561086177825928, 0.5902830362319946, 0.6524412035942078, 0.5404259562492371, 0.58619624376297, 0.6041999459266663, 0.6839756965637207, 0.6789392232894897, 0.23381850123405457, 0.30263593792915344, 0.6993278861045837, 0.6741030812263489, 0.8214048147201538]",11.584610223770142,19,0.8214048147201538
61,231,61_325_28_367_286_312_48_316_317_324_341_342_71_345_282_78_231,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.5802733898162842, 0.6896098256111145, 0.5988658666610718, 0.6429868936538696, 0.605322539806366, 0.7484395503997803, 0.6376137137413025, 0.5947368741035461, 0.6744843125343323, 0.1994178146123886, 0.6570547819137573, 0.6632440686225891, 0.6050281524658203, 0.645195484161377, 0.6868391036987305, 0.7429283857345581]",9.972040757536888,6,0.7484395503997803
61,237,61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(6), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]","[0.6445513963699341, 0.2858695387840271, 0.5339183807373047, 0.6420246958732605, 0.5743424892425537, 0.5999453663825989, 0.7281498312950134, 0.6403012275695801, 0.6987676024436951, 0.722369909286499, 0.6793279647827148, 0.7178939580917358, 0.6821900606155396, 0.6641965508460999, 0.6940913200378418, 0.9659934043884277]",10.473933696746826,16,0.9659934043884277
61,272,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_272,8,0.0008135041692088672,1.0,8,0.0008135041692088672,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(6)]","[0.6182238459587097, 0.7389984726905823, 0.5287573337554932, 0.6393499970436096, 0.624769389629364, 0.7239966988563538, 0.6668052077293396, 0.6506687998771667, 0.6548638939857483, 0.597606360912323, 0.6030818819999695, 0.6111646294593811, 0.7338249087333679, 0.7420797348022461, 0.2659732699394226]",9.400164425373077,14,0.7420797348022461
61,308,61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_273_386_262_265_333_308,2,0.0002033760423022168,1.0,2,0.0002033760423022168,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(7), np.int64(1), np.int64(3)]","[0.5715669393539429, 0.643359899520874, 0.5197356939315796, 0.6476367712020874, 0.6529701948165894, 0.7230468988418579, 0.7012927532196045, 0.6710578203201294, 0.6343539953231812, 0.545774519443512, 0.6047906875610352, 0.6079760193824768, 0.7145245671272278, 0.6475347280502319, 0.5531169772148132, 0.6484782695770264, 0.21799080073833466, 1.105621576309204, 0.27220019698143005, 0.27112099528312683]",11.954150304198265,18,1.105621576309204
63,90,63_127_61_325_28_367_286_312_48_316_317_324_341_342_71_344_270_273_386_262_265_334_95_275_216_90,1,0.0001016880211511084,0.5,2,0.0002033760423022168,"[np.int64(5), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(6), np.int64(0), np.int64(2), np.int64(0), np.int64(7), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.024830300360918045, 0.5595291256904602, 0.563655436038971, 0.7032729983329773, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.13313642144203186, 0.2810484766960144, 0.38096141815185547, 0.13913092017173767, 0.4951521158218384, 0.19005922973155975, 0.6552504897117615, 0.2091122567653656, 1.0674009323120117, 0.6126862168312073, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",13.293279860168695,20,1.0674009323120117
63,90,63_127_61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_273_386_262_265_334_95_275_216_90,1,0.0001016880211511084,0.5,2,0.0002033760423022168,"[np.int64(5), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.024830300360918045, 0.5595291256904602, 0.563655436038971, 0.7032729983329773, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.5576569437980652, 0.5897886753082275, 0.6075423359870911, 0.6976304054260254, 0.6115349531173706, 0.564129650592804, 0.6552504897117615, 0.2091122567653656, 1.0674009323120117, 0.6126862168312073, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",15.302074242383242,20,1.0674009323120117
63,170,63_127_61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(5), np.int64(0), np.int64(0), np.int64(6), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(7)]","[0.04285230115056038, 0.5019259452819824, 0.5814900398254395, 0.333665132522583, 0.5471856594085693, 0.7271793484687805, 0.5638912320137024, 0.46500104665756226, 0.6273142099380493, 0.635962963104248, 0.6639397144317627, 0.6259117722511292, 0.6070566177368164, 0.6201309561729431, 0.5651803612709045, 0.6145018935203552, 0.6587005853652954, 0.630508542060852, 0.6817874312400818, 0.7089073061943054, 0.6041769981384277, 0.6327639818191528, 0.6791178584098816, 0.6573435068130493, 0.6572649478912354, 0.7120910882949829]",15.345851439982653,6,0.7271793484687805
63,237,63_127_61_325_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(5), np.int64(0), np.int64(0), np.int64(6), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]","[0.04035291075706482, 0.550667941570282, 0.6445513963699341, 0.2858695387840271, 0.5339183807373047, 0.6420246958732605, 0.5743424892425537, 0.5999453663825989, 0.7281498312950134, 0.6403012275695801, 0.6987676024436951, 0.722369909286499, 0.6793279647827148, 0.7178939580917358, 0.6821900606155396, 0.6641965508460999, 0.6940913200378418, 0.9659934043884277]",11.064954549074173,18,0.9659934043884277
63,272,63_127_61_325_28_367_286_312_48_316_317_324_340_32_310_387_339_272,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(5), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(6)]","[0.034412700682878494, 0.5631842017173767, 0.6182238459587097, 0.7389984726905823, 0.5287573337554932, 0.6393499970436096, 0.624769389629364, 0.7239966988563538, 0.6668052077293396, 0.6506687998771667, 0.6548638939857483, 0.597606360912323, 0.6030818819999695, 0.6111646294593811, 0.7338249087333679, 0.7420797348022461, 0.2659732699394226]",9.997761327773333,16,0.7420797348022461
64,77,64_46_321_26_29_328_240_245_37_54_358_341_342_71_345_282_77,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2)]","[0.10118362307548523, 0.5213086009025574, 0.5497196316719055, 0.4684818983078003, 0.39725741744041443, 0.43667417764663696, 0.17353205382823944, 0.6532022953033447, 0.6958131194114685, 0.6503579616546631, 0.5205069184303284, 0.6812440752983093, 0.6666415929794312, 0.5928374528884888, 0.6516724228858948, 0.2653570771217346]",8.025790318846703,9,0.6958131194114685
64,78,64_46_321_26_29_328_240_245_37_54_358_341_342_71_345_282_78,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]","[0.10113362222909927, 0.5487454533576965, 0.5637490153312683, 0.48346737027168274, 0.39654040336608887, 0.43495768308639526, 0.18724212050437927, 0.6648662686347961, 0.7129250764846802, 0.6566899418830872, 0.5077759027481079, 0.6967954039573669, 0.6760969758033752, 0.6022288799285889, 0.6559188961982727, 0.7892144918441772]",8.678347505629063,16,0.7892144918441772
64,90,64_46_321_26_28_367_286_312_48_316_317_324_340_32_310_387_339_273_386_262_265_334_95_275_216_90,2,0.0002033760423022168,1.0,2,0.0002033760423022168,"[np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.04185671731829643, 0.44643667340278625, 0.5339663028717041, 0.11792786419391632, 0.5051138997077942, 0.6672608256340027, 0.6868597269058228, 0.7475976943969727, 0.7295070886611938, 0.6265462040901184, 0.6525447964668274, 0.5576569437980652, 0.5897886753082275, 0.6075423359870911, 0.6976304054260254, 0.6115349531173706, 0.564129650592804, 0.6552504897117615, 0.2091122567653656, 1.0674009323120117, 0.6126862168312073, 0.6117448210716248, 0.6396027207374573, 0.6765047907829285, 0.7347709536552429]",14.590973939746618,20,1.0674009323120117
64,129,64_47_369_115_359_113_114_372_127_61_325_29_328_241_129,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(0), np.int64(0), np.int64(0), np.int64(7), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(6), np.int64(0), np.int64(7), np.int64(0)]","[0.06751898676156998, 0.04972488433122635, 0.19916193187236786, 0.011746509000658989, 0.029783066362142563, 0.054578542709350586, 0.22986559569835663, 0.35276520252227783, 0.5193202495574951, 0.6504455208778381, 0.29402151703834534, 0.41803857684135437, 0.46201950311660767, 0.5660038590431213]",3.9049939457327127,10,0.6504455208778381
64,141,64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_177_404_195_141,5,0.000508440105755542,1.0,5,0.000508440105755542,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(6), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(5)]","[0.03309299051761627, 0.3238566219806671, 0.6353391408920288, 0.5006691813468933, 0.3023224472999573, 0.612341582775116, 0.5409955382347107, 0.13001981377601624, 0.5792156457901001, 0.654244601726532, 0.46610286831855774, 0.6183428168296814, 0.734192430973053, 0.6195269227027893, 0.687258780002594, 0.6656454205513, 0.7696971893310547, 0.6402915716171265]",9.513155564665794,17,0.7696971893310547
64,146,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_142_144_146,3,0.0003050640634533252,1.0,3,0.0003050640634533252,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(0)]","[0.07656341046094894, 0.4491233825683594, 0.6619916558265686, 0.5841506719589233, 0.5235412120819092, 0.6633430123329163, 0.5811068415641785, 0.5076496601104736, 0.5845040678977966, 0.6125807166099548, 0.6719043254852295, 0.6782076954841614, 0.6284648180007935, 0.6550760865211487, 0.6100609302520752, 0.6320705413818359, 0.6598172783851624, 0.7134631872177124, 0.7064768671989441, 0.739905595779419, 0.16600696742534637, 0.04812445119023323, 0.6508861780166626]",12.805019553750753,20,0.739905595779419
64,148,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_142_144_146_148,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(2)]","[0.07297894358634949, 0.4409664273262024, 0.6681297421455383, 0.5799430012702942, 0.5296453833580017, 0.6825627088546753, 0.5843331217765808, 0.49067574739456177, 0.5658946633338928, 0.6141784191131592, 0.6684491038322449, 0.670523464679718, 0.6213386654853821, 0.6482880711555481, 0.5980663895606995, 0.6231102347373962, 0.6518596410751343, 0.7023390531539917, 0.6882613301277161, 0.7291606664657593, 0.1802998036146164, 0.044016413390636444, 0.5585188269615173, 0.17156310379505157]",12.785102926194668,20,0.7291606664657593
64,163,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_166_163,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0)]","[0.08534862846136093, 0.4310116469860077, 0.6590476036071777, 0.5373825430870056, 0.5197767019271851, 0.7066017389297485, 0.5596329569816589, 0.48249727487564087, 0.54548579454422, 0.5982159972190857, 0.6440929770469666, 0.6524611115455627, 0.5994190573692322, 0.6314197778701782, 0.5828014016151428, 0.6052749156951904, 0.6438985466957092, 0.6921744346618652, 0.6955215334892273, 0.7139528393745422, 0.6277616024017334, 0.1512756645679474, 0.30996525287628174]",12.67502000182867,20,0.7139528393745422
64,167,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)]","[0.09337639808654785, 0.49289971590042114, 0.6699782609939575, 0.5588037371635437, 0.5518786311149597, 0.7120717167854309, 0.5734059810638428, 0.5600863695144653, 0.6935117840766907, 0.6296191811561584, 0.6909375786781311, 0.6901029348373413, 0.6517522931098938, 0.6780416369438171, 0.6269556283950806, 0.654026210308075, 0.6793134212493896, 0.7221239805221558, 0.7834724187850952, 0.7650582790374756, 0.6924540996551514, 0.7748097777366638]",13.944680035114288,19,0.7834724187850952
64,168,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_166_163_168,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(2)]","[0.08114171773195267, 0.4218933880329132, 0.6609203219413757, 0.5405678749084473, 0.5248810052871704, 0.7194374799728394, 0.5597302317619324, 0.4656146764755249, 0.5306299328804016, 0.5965346693992615, 0.6418037414550781, 0.6403098106384277, 0.5965100526809692, 0.6249023079872131, 0.5734809041023254, 0.5994575619697571, 0.6444255113601685, 0.6753970980644226, 0.6772078275680542, 0.7064089775085449, 0.6188555359840393, 0.14678233861923218, 0.27060505747795105, 0.1951470673084259]",12.712645091116428,6,0.7194374799728394
64,169,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_169,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2)]","[0.07434572279453278, 0.46012160181999207, 0.6727797985076904, 0.5606822967529297, 0.5601579546928406, 0.755043089389801, 0.5828081369400024, 0.4930199384689331, 0.6462355256080627, 0.6312543749809265, 0.6822518706321716, 0.6268852949142456, 0.6190447807312012, 0.6302360892295837, 0.5657501816749573, 0.6273935437202454, 0.6845908164978027, 0.6413882374763489, 0.7040795683860779, 0.7225227952003479, 0.6148743629455566, 0.6453655362129211, 0.6944373846054077, 0.6683447360992432, 0.6702818870544434, 0.39814865589141846]",15.632044181227684,6,0.755043089389801
64,170,64_46_321_26_29_328_240_244_151_85_292_293_294_296_203_190_397_350_237_305_348_143_167_407_157_159_170,23,0.0023388244864754933,1.0,23,0.0023388244864754933,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(7), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(7)]","[0.07257656008005142, 0.43513163924217224, 0.6574586033821106, 0.5390383005142212, 0.5471856594085693, 0.7271793484687805, 0.5638912320137024, 0.46500104665756226, 0.6273142099380493, 0.635962963104248, 0.6639397144317627, 0.6259117722511292, 0.6070566177368164, 0.6201309561729431, 0.5651803612709045, 0.6145018935203552, 0.6587005853652954, 0.630508542060852, 0.6817874312400818, 0.7089073061943054, 0.6041769981384277, 0.6327639818191528, 0.6791178584098816, 0.6573435068130493, 0.6572649478912354, 0.7120910882949829]",15.590123124420643,6,0.7271793484687805
64,176,64_46_321_26_29_328_240_244_152_250_242_356_362_193_185_176,1,0.0001016880211511084,1.0,1,0.0001016880211511084,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(6), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(6)]","[0.05294552445411682, 0.3862026631832123, 0.5925511121749878, 0.49755859375, 0.37036898732185364, 0.501829981803894, 0.5305339097976685, 0.16098831593990326, 0.6486696600914001, 0.6458443403244019, 0.5663600564002991, 0.658349335193634, 0.6805611848831177, 0.6268319487571716, 0.1488151103258133]",7.068410724401474,13,0.6805611848831177
64,185,64_46_321_26_29_328_240_244_152_250_242_356_362_193_185,3,0.0003050640634533252,1.0,3,0.0003050640634533252,"[np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(6), np.int64(0), np.int64(0), np.int64(1), np.int64(0), np.int64(0), np.int64(0)]","[0.05951894819736481, 0.4218144714832306, 0.5889115333557129, 0.5063652396202087, 0.39308664202690125, 0.49375033378601074, 0.5323368906974792, 0.18332119286060333, 0.6661922931671143, 0.6535479426383972, 0.6117812991142273, 0.6500974297523499, 0.6763983368873596, 0.8430314064025879]",7.280153959989548,14,0.8430314064025879
