origin,destination,total_count,frequency,num_unique_paths,unique_paths
0,9,4,0.0004067520846044336,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_211_136_9']
0,31,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_340_32_309_311_31']
0,36,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_36']
0,40,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_357_323_318_38_40']
0,77,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_341_342_71_345_282_77']
0,78,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_341_342_71_345_282_78']
0,90,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_340_32_310_387_339_273_386_262_265_334_95_275_216_90']
0,135,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_211_135']
0,173,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_181_183_185_177_404_194_173']
0,211,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_211']
0,231,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_341_342_71_345_282_78_231']
0,244,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_244']
0,252,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252']
0,334,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_340_32_310_387_339_273_386_262_265_334']
0,357,1,0.0001016880211511084,1,['0_330_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_357']
0,420,2,0.0002033760423022168,1,['0_330_338_154_174_364_178_180_337_182_187_189_191_396_205_257_420']
1,9,117,0.011897498474679682,1,['1_338_154_174_364_178_180_337_182_186_347_403_243_211_136_9']
1,31,2,0.0002033760423022168,1,['1_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37_54_358_340_32_309_311_31']
1,37,1,0.0001016880211511084,1,['1_338_154_174_364_178_180_337_182_186_347_403_243_212_25_252_245_37']
